,menu_id,place,occasion,date,location,page_count,dish_count,dish_name,dish_id,menu_item_id,menu_page_id,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,price_x,high_price,tokenized_desc,no_stopwords,pos_desc,desc_len,desc_all_len,cleaned_text,clean_text,decade,avg_price_at_restaurant
492601,29514,,,1955-06-03,Maxim's,1,79,caviar volga,152574.0,764045,56655,3,3,1954,1966,0.0,0.0,1600.0,,"['caviar', 'volga']","['caviar', 'volga']","[('caviar', 'NN'), ('volga', 'NN')]",2.0,2.0,"'caviar', 'volga'",caviar volga,1950,454.34952606635073
492607,26697,"restaurant, Maxim's, ",,1954-08-12,Maxim's,3,72,crêpes maxim's,503845.0,525545,46157,3,3,1966,1966,0.0,0.0,600.0,,"['crêpes', ""maxim's""]","['crêpes', ""maxim's""]","[('crêpes', 'NNS'), (""maxim's"", 'NNS')]",2.0,2.0,"'crêpes', 'maxim's'",crepes maxims,1950,454.34952606635073
492608,29514,,,1955-06-03,Maxim's,1,79,crêpes maxim's,503845.0,764046,56655,3,3,1966,1966,0.0,0.0,500.0,,"['crêpes', ""maxim's""]","['crêpes', ""maxim's""]","[('crêpes', 'NNS'), (""maxim's"", 'NNS')]",2.0,2.0,"'crêpes', 'maxim's'",crepes maxims,1950,454.34952606635073
492610,26697,"restaurant, Maxim's, ",,1954-08-12,Maxim's,3,72,brioche à la moëlle,503846.0,525547,46157,3,3,1966,1966,0.0,0.0,600.0,,"['brioche', 'à', 'la', 'moëlle']","['brioche', 'à', 'la', 'moëlle']","[('brioche', 'NN'), ('à', 'NNP'), ('la', 'NN'), ('moëlle', 'NN')]",4.0,4.0,"'brioche', 'à', 'la', 'moëlle'",brioche a la moelle,1950,454.34952606635073
492611,29514,,,1955-06-03,Maxim's,1,79,brioche à la moëlle,503846.0,764048,56655,3,3,1966,1966,0.0,0.0,550.0,,"['brioche', 'à', 'la', 'moëlle']","['brioche', 'à', 'la', 'moëlle']","[('brioche', 'NN'), ('à', 'NNP'), ('la', 'NN'), ('moëlle', 'NN')]",4.0,4.0,"'brioche', 'à', 'la', 'moëlle'",brioche a la moelle,1950,454.34952606635073
492621,26697,"restaurant, Maxim's, ",,1954-08-12,Maxim's,3,72,foie de veau grillé à l'espagnole,505110.0,525464,46157,2,2,1966,1966,0.0,0.0,950.0,,"['foie', 'de', 'veau', 'grillé', 'à', ""l'espagnole""]","['foie', 'de', 'veau', 'grillé', 'à', ""l'espagnole""]","[('foie', 'NN'), ('de', 'IN'), ('veau', 'FW'), ('grillé', 'FW'), ('à', 'FW'), (""l'espagnole"", 'NN')]",6.0,6.0,"'foie', 'de', 'veau', 'grillé', 'à', 'l'espagnole'",foie de veau grille a lespagnole,1950,454.34952606635073
492646,26766,La Coserie des Lilas,,2012-04-27,La Closerie des Lilas,4,207,les glaces,151775.0,504253,46502,6,6,1928,2012,0.0,0.0,12.0,,"['les', 'glaces']","['les', 'glaces']","[('les', 'NNS'), ('glaces', 'NNS')]",2.0,2.0,"'les', 'glaces'",les glaces,2010,67.68229166666667
492651,26697,"restaurant, Maxim's, ",,1954-08-12,Maxim's,3,72,pot de crême,503875.0,525525,46157,3,3,1966,1966,0.0,0.0,150.0,,"['pot', 'de', 'crême']","['pot', 'de', 'crême']","[('pot', 'NN'), ('de', 'IN'), ('crême', 'NN')]",3.0,3.0,"'pot', 'de', 'crême'",pot de creme,1950,454.34952606635073
492652,29514,,,1955-06-03,Maxim's,1,79,pot de crême,503875.0,764031,56655,3,3,1966,1966,0.0,0.0,150.0,,"['pot', 'de', 'crême']","['pot', 'de', 'crême']","[('pot', 'NN'), ('de', 'IN'), ('crême', 'NN')]",3.0,3.0,"'pot', 'de', 'crême'",pot de creme,1950,454.34952606635073
492661,26697,"restaurant, Maxim's, ",,1954-08-12,Maxim's,3,72,roastbeef froid,153942.0,525497,46157,5,5,1966,1968,0.0,0.0,800.0,,"['roastbeef', 'froid']","['roastbeef', 'froid']","[('roastbeef', 'NN'), ('froid', 'NN')]",2.0,2.0,"'roastbeef', 'froid'",roastbeef froid,1950,454.34952606635073
492666,26697,"restaurant, Maxim's, ",,1954-08-12,Maxim's,3,72,carré de porc froid,494709.0,525499,46157,3,3,1938,1966,0.0,0.0,800.0,,"['carré', 'de', 'porc', 'froid']","['carré', 'de', 'porc', 'froid']","[('carré', 'NN'), ('de', 'IN'), ('porc', 'FW'), ('froid', 'NN')]",4.0,4.0,"'carré', 'de', 'porc', 'froid'",carre de porc froid,1950,454.34952606635073
492668,26697,"restaurant, Maxim's, ",,1954-08-12,Maxim's,3,72,foie gras à la gelée au porto,491025.0,525504,46157,5,6,1938,1966,0.0,0.0,950.0,,"['foie', 'gras', 'à', 'la', 'gelée', 'au', 'porto']","['foie', 'gras', 'à', 'la', 'gelée', 'au', 'porto']","[('foie', 'NN'), ('gras', 'NNS'), ('à', 'VBP'), ('la', 'JJ'), ('gelée', 'FW'), ('au', 'NN'), ('porto', 'NN')]",7.0,7.0,"'foie', 'gras', 'à', 'la', 'gelée', 'au', 'porto'",foie gras a la gelee au porto,1950,454.34952606635073
492680,26768,La Maree,,2012-04-26,La Maree,3,487,le parfait au cafe,153047.0,523443,46516,2,2,0,2012,0.0,0.0,40.0,,"['le', 'parfait', 'au', 'cafe']","['le', 'parfait', 'au', 'cafe']","[('le', 'JJ'), ('parfait', 'NN'), ('au', 'NN'), ('cafe', 'NN')]",4.0,4.0,"'le', 'parfait', 'au', 'cafe'",le parfait au cafe,2010,448.0400843881857
492682,26663,Au Quai D'Orsay,,1979-08-28,Au Quai D'orsay,2,193,brouilly,153074.0,510862,45981,6,6,1973,1979,0.0,0.0,28.0,49.0,['brouilly'],['brouilly'],"[('brouilly', 'RB')]",1.0,1.0,'brouilly',brouilly,1970,77.65853658536585
492683,29439,,,1953-01-01,Ledoyen,7,214,chirouble,153075.0,755985,56339,2,2,1953,1953,0.0,0.0,850.0,,['chirouble'],['chirouble'],"[('chirouble', 'JJ')]",1.0,1.0,'chirouble',chirouble,1950,658.4703947368421
492684,29439,,,1953-01-01,Ledoyen,7,214,morgon,153076.0,755988,56339,3,3,1953,1953,0.0,0.0,900.0,,['morgon'],['morgon'],"[('morgon', 'NN')]",1.0,1.0,'morgon',morgon,1950,658.4703947368421
492693,26742,Le Duc,,1974-05-16,Le Duc,3,71,chablis 1er cru,155705.0,525018,46363,2,2,1974,1974,0.0,0.0,197.0,,"['chablis', '1er', 'cru']","['chablis', '1er', 'cru']","[('chablis', 'NNS'), ('1er', 'CD'), ('cru', 'NN')]",3.0,3.0,"'chablis', '1er', 'cru'",chablis er cru,1970,197.0
492700,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,madrilene chaud en tasse,512233.0,498225,45605,1,1,1951,1951,0.0,0.0,100.0,,"['madrilene', 'chaud', 'en', 'tasse']","['madrilene', 'chaud', 'en', 'tasse']","[('madrilene', 'NN'), ('chaud', 'NN'), ('en', 'FW'), ('tasse', 'NN')]",4.0,4.0,"'madrilene', 'chaud', 'en', 'tasse'",madrilene chaud en tasse,1950,351.86046511627904
492701,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,caviar de russie,147757.0,498229,45605,1,1,1951,1951,0.0,0.0,1200.0,,"['caviar', 'de', 'russie']","['caviar', 'de', 'russie']","[('caviar', 'NN'), ('de', 'IN'), ('russie', 'NN')]",3.0,3.0,"'caviar', 'de', 'russie'",caviar de russie,1950,351.86046511627904
492702,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,toast caviar,147758.0,498230,45605,2,2,1951,1971,0.0,45.0,600.0,,"['toast', 'caviar']","['toast', 'caviar']","[('toast', 'NN'), ('caviar', 'NN')]",2.0,2.0,"'toast', 'caviar'",toast caviar,1950,351.86046511627904
492704,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,pate de canard en croute,147759.0,498231,45605,1,1,1951,1951,0.0,0.0,400.0,,"['pate', 'de', 'canard', 'en', 'croute']","['pate', 'de', 'canard', 'en', 'croute']","[('pate', 'NN'), ('de', 'FW'), ('canard', 'NN'), ('en', 'IN'), ('croute', 'NN')]",5.0,5.0,"'pate', 'de', 'canard', 'en', 'croute'",pate de canard en croute,1950,351.86046511627904
492705,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,oeuf a la gelee la piece,147760.0,498236,45605,1,1,1951,1951,0.0,0.0,125.0,,"['oeuf', 'a', 'la', 'gelee', 'la', 'piece']","['oeuf', 'la', 'gelee', 'la', 'piece']","[('oeuf', 'JJ'), ('la', 'NN'), ('gelee', 'NN'), ('la', 'FW'), ('piece', 'NN')]",5.0,6.0,"'oeuf', 'la', 'gelee', 'la', 'piece'",oeuf la gelee la piece,1950,351.86046511627904
492706,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,oeufs plat bacon,147761.0,498238,45605,1,1,1951,1951,0.0,0.0,250.0,,"['oeufs', 'plat', 'bacon']","['oeufs', 'plat', 'bacon']","[('oeufs', 'JJ'), ('plat', 'JJ'), ('bacon', 'NN')]",3.0,3.0,"'oeufs', 'plat', 'bacon'",oeufs plat bacon,1950,351.86046511627904
492707,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,oeufs cocotte demi deuil,147763.0,498241,45605,1,1,1951,1951,0.0,0.0,250.0,,"['oeufs', 'cocotte', 'demi', 'deuil']","['oeufs', 'cocotte', 'demi', 'deuil']","[('oeufs', 'JJ'), ('cocotte', 'NN'), ('demi', 'NN'), ('deuil', 'NN')]",4.0,4.0,"'oeufs', 'cocotte', 'demi', 'deuil'",oeufs cocotte demi deuil,1950,351.86046511627904
492708,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,oeufs poches vert galant,147764.0,498242,45605,1,1,1951,1951,0.0,0.0,250.0,,"['oeufs', 'poches', 'vert', 'galant']","['oeufs', 'poches', 'vert', 'galant']","[('oeufs', 'JJ'), ('poches', 'NNS'), ('vert', 'VBP'), ('galant', 'NN')]",4.0,4.0,"'oeufs', 'poches', 'vert', 'galant'",oeufs poches vert galant,1950,351.86046511627904
492709,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,rougets grilles maitre d'hotel ,504816.0,498244,45605,1,1,1951,1951,0.0,0.0,350.0,,"['rougets', 'grilles', 'maitre', ""d'hotel""]","['rougets', 'grilles', 'maitre', ""d'hotel""]","[('rougets', 'NNS'), ('grilles', 'NNS'), ('maitre', 'VBP'), (""d'hotel"", 'NN')]",4.0,4.0,"'rougets', 'grilles', 'maitre', 'd'hotel'",rougets grilles maitre dhotel,1950,351.86046511627904
492710,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,souffle de barbue vert galant,147766.0,498248,45605,1,1,1951,1951,0.0,0.0,400.0,,"['souffle', 'de', 'barbue', 'vert', 'galant']","['souffle', 'de', 'barbue', 'vert', 'galant']","[('souffle', 'NN'), ('de', 'IN'), ('barbue', 'FW'), ('vert', 'NN'), ('galant', 'NN')]",5.0,5.0,"'souffle', 'de', 'barbue', 'vert', 'galant'",souffle de barbue vert galant,1950,351.86046511627904
492711,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,grenouilles sautees provencale,146972.0,498251,45605,2,2,1951,1951,0.0,0.0,600.0,,"['grenouilles', 'sautees', 'provencale']","['grenouilles', 'sautees', 'provencale']","[('grenouilles', 'NNS'), ('sautees', 'NNS'), ('provencale', 'VBP')]",3.0,3.0,"'grenouilles', 'sautees', 'provencale'",grenouilles sautees provencale,1950,351.86046511627904
492712,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,homard new burg,147769.0,498254,45605,1,1,1951,1951,0.0,0.0,600.0,,"['homard', 'new', 'burg']","['homard', 'new', 'burg']","[('homard', 'RB'), ('new', 'JJ'), ('burg', 'NN')]",3.0,3.0,"'homard', 'new', 'burg'",homard new burg,1950,351.86046511627904
492713,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,homard a l'armoricaine,147773.0,498262,45605,1,1,1951,1951,0.0,0.0,600.0,,"['homard', 'a', ""l'armoricaine""]","['homard', ""l'armoricaine""]","[('homard', 'NN'), (""l'armoricaine"", 'NN')]",2.0,3.0,"'homard', 'l'armoricaine'",homard larmoricaine,1950,351.86046511627904
492714,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,turbot poche sauce hollandaise,133078.0,498267,45605,3,3,1951,1987,0.0,0.0,450.0,,"['turbot', 'poche', 'sauce', 'hollandaise']","['turbot', 'poche', 'sauce', 'hollandaise']","[('turbot', 'NN'), ('poche', 'NN'), ('sauce', 'NN'), ('hollandaise', 'NN')]",4.0,4.0,"'turbot', 'poche', 'sauce', 'hollandaise'",turbot poche sauce hollandaise,1950,351.86046511627904
492715,28830,,,1987-01-01,Lido Cabaret Restaurant,4,63,turbot poche sauce hollandaise,133078.0,685000,53991,3,3,1951,1987,0.0,0.0,950.0,,"['turbot', 'poche', 'sauce', 'hollandaise']","['turbot', 'poche', 'sauce', 'hollandaise']","[('turbot', 'NN'), ('poche', 'NN'), ('sauce', 'NN'), ('hollandaise', 'NN')]",4.0,4.0,"'turbot', 'poche', 'sauce', 'hollandaise'",turbot poche sauce hollandaise,1980,654.2553191489362
492716,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,turbot grille sauce choron,147777.0,498269,45605,1,1,1951,1951,0.0,0.0,450.0,,"['turbot', 'grille', 'sauce', 'choron']","['turbot', 'grille', 'sauce', 'choron']","[('turbot', 'NN'), ('grille', 'NN'), ('sauce', 'NN'), ('choron', 'NN')]",4.0,4.0,"'turbot', 'grille', 'sauce', 'choron'",turbot grille sauce choron,1950,351.86046511627904
492717,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,filets de sole cornelain,147780.0,498273,45605,1,1,1951,1951,0.0,0.0,450.0,,"['filets', 'de', 'sole', 'cornelain']","['filets', 'de', 'sole', 'cornelain']","[('filets', 'NNS'), ('de', 'VBP'), ('sole', 'JJ'), ('cornelain', 'NN')]",4.0,4.0,"'filets', 'de', 'sole', 'cornelain'",filets de sole cornelain,1950,351.86046511627904
492718,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,sole pochee claremont,147782.0,498276,45605,1,1,1951,1951,0.0,0.0,450.0,,"['sole', 'pochee', 'claremont']","['sole', 'pochee', 'claremont']","[('sole', 'JJ'), ('pochee', 'NN'), ('claremont', 'NN')]",3.0,3.0,"'sole', 'pochee', 'claremont'",sole pochee claremont,1950,351.86046511627904
492719,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,aspic de homard a la russe,147784.0,498280,45605,1,1,1951,1951,0.0,0.0,600.0,,"['aspic', 'de', 'homard', 'a', 'la', 'russe']","['aspic', 'de', 'homard', 'la', 'russe']","[('aspic', 'NN'), ('de', 'FW'), ('homard', 'NN'), ('la', 'NN'), ('russe', 'NN')]",5.0,6.0,"'aspic', 'de', 'homard', 'la', 'russe'",aspic de homard la russe,1950,351.86046511627904
492720,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,filet de barbue duglere,147785.0,498283,45605,1,1,1951,1951,0.0,0.0,450.0,,"['filet', 'de', 'barbue', 'duglere']","['filet', 'de', 'barbue', 'duglere']","[('filet', 'NN'), ('de', 'IN'), ('barbue', 'NN'), ('duglere', 'NN')]",4.0,4.0,"'filet', 'de', 'barbue', 'duglere'",filet de barbue duglere,1950,351.86046511627904
492721,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,carre d'agneau roti pommes sarladaise,147790.0,498288,45605,1,1,1951,1951,0.0,0.0,450.0,,"['carre', ""d'agneau"", 'roti', 'pommes', 'sarladaise']","['carre', ""d'agneau"", 'roti', 'pommes', 'sarladaise']","[('carre', 'NN'), (""d'agneau"", 'NN'), ('roti', 'NN'), ('pommes', 'NNS'), ('sarladaise', 'VBP')]",5.0,5.0,"'carre', 'd'agneau', 'roti', 'pommes', 'sarladaise'",carre dagneau roti pommes sarladaise,1950,351.86046511627904
492722,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,demi caneton nantais a l'orange pour deux,147791.0,498289,45605,1,1,1951,1951,0.0,0.0,1200.0,,"['demi', 'caneton', 'nantais', 'a', ""l'orange"", 'pour', 'deux']","['demi', 'caneton', 'nantais', ""l'orange"", 'pour', 'deux']","[('demi', 'JJ'), ('caneton', 'NN'), ('nantais', 'NN'), (""l'orange"", 'VBP'), ('pour', 'NN'), ('deux', 'NN')]",6.0,7.0,"'demi', 'caneton', 'nantais', 'l'orange', 'pour', 'deux'",demi caneton nantais lorange pour deux,1950,351.86046511627904
492723,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,coquelet cocotte chez soi,147796.0,498296,45605,1,1,1951,1951,0.0,0.0,500.0,,"['coquelet', 'cocotte', 'chez', 'soi']","['coquelet', 'cocotte', 'chez', 'soi']","[('coquelet', 'NN'), ('cocotte', 'NN'), ('chez', 'NN'), ('soi', 'NN')]",4.0,4.0,"'coquelet', 'cocotte', 'chez', 'soi'",coquelet cocotte chez soi,1950,351.86046511627904
492724,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,cote de veau epinards,147798.0,498298,45605,1,1,1951,1951,0.0,0.0,450.0,,"['cote', 'de', 'veau', 'epinards']","['cote', 'de', 'veau', 'epinards']","[('cote', 'NN'), ('de', 'IN'), ('veau', 'NN'), ('epinards', 'NNS')]",4.0,4.0,"'cote', 'de', 'veau', 'epinards'",cote de veau epinards,1950,351.86046511627904
492725,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,escalope de veau a la creme,147801.0,498300,45605,1,1,1951,1951,0.0,0.0,450.0,,"['escalope', 'de', 'veau', 'a', 'la', 'creme']","['escalope', 'de', 'veau', 'la', 'creme']","[('escalope', 'NN'), ('de', 'IN'), ('veau', 'FW'), ('la', 'FW'), ('creme', 'NN')]",5.0,6.0,"'escalope', 'de', 'veau', 'la', 'creme'",escalope de veau la creme,1950,351.86046511627904
492726,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,entrecote grillee m:hotel p.p. neuf,147808.0,498307,45605,1,1,1951,1951,0.0,0.0,450.0,,"['entrecote', 'grillee', 'm:hotel', 'p.p.', 'neuf']","['entrecote', 'grillee', 'm:hotel', 'p.p.', 'neuf']","[('entrecote', 'NN'), ('grillee', 'NN'), ('m:hotel', 'NN'), ('p.p.', 'NN'), ('neuf', 'NN')]",5.0,5.0,"'entrecote', 'grillee', 'm:hotel', 'p.p.', 'neuf'",entrecote grillee mhotel pp neuf,1950,351.86046511627904
492727,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,tournedos grille pommes soufflees,147837.0,498345,45605,1,1,1951,1951,0.0,0.0,500.0,,"['tournedos', 'grille', 'pommes', 'soufflees']","['tournedos', 'grille', 'pommes', 'soufflees']","[('tournedos', 'NN'), ('grille', 'NN'), ('pommes', 'NNS'), ('soufflees', 'NNS')]",4.0,4.0,"'tournedos', 'grille', 'pommes', 'soufflees'",tournedos grille pommes soufflees,1950,351.86046511627904
492728,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,mixed grill pommes paille,147839.0,498347,45605,1,1,1951,1951,0.0,0.0,450.0,,"['mixed', 'grill', 'pommes', 'paille']","['mixed', 'grill', 'pommes', 'paille']","[('mixed', 'JJ'), ('grill', 'NN'), ('pommes', 'NNS'), ('paille', 'VBP')]",4.0,4.0,"'mixed', 'grill', 'pommes', 'paille'",mixed grill pommes paille,1950,351.86046511627904
492729,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,cotes d'agneau grillees p. gauffrettes,147842.0,498350,45605,1,1,1951,1951,0.0,0.0,450.0,,"['cotes', ""d'agneau"", 'grillees', 'p.', 'gauffrettes']","['cotes', ""d'agneau"", 'grillees', 'p.', 'gauffrettes']","[('cotes', 'NNS'), (""d'agneau"", 'VBP'), ('grillees', 'NNS'), ('p.', 'VBP'), ('gauffrettes', 'NNS')]",5.0,5.0,"'cotes', 'd'agneau', 'grillees', 'p.', 'gauffrettes'",cotes dagneau grillees p gauffrettes,1950,351.86046511627904
492730,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,lamb chop grille haricots verts,147844.0,498352,45605,1,1,1951,1951,0.0,0.0,500.0,,"['lamb', 'chop', 'grille', 'haricots', 'verts']","['lamb', 'chop', 'grille', 'haricots', 'verts']","[('lamb', 'NN'), ('chop', 'NN'), ('grille', 'FW'), ('haricots', 'NNS'), ('verts', 'NNS')]",5.0,5.0,"'lamb', 'chop', 'grille', 'haricots', 'verts'",lamb chop grille haricots verts,1950,351.86046511627904
492731,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,foie de veau grille a l'anglaise,147845.0,498353,45605,1,1,1951,1951,0.0,0.0,450.0,,"['foie', 'de', 'veau', 'grille', 'a', ""l'anglaise""]","['foie', 'de', 'veau', 'grille', ""l'anglaise""]","[('foie', 'NN'), ('de', 'IN'), ('veau', 'FW'), ('grille', 'FW'), (""l'anglaise"", 'NN')]",5.0,6.0,"'foie', 'de', 'veau', 'grille', 'l'anglaise'",foie de veau grille langlaise,1950,351.86046511627904
492732,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,cervelle de mouton meuniere,147847.0,498355,45605,1,1,1951,1951,0.0,0.0,400.0,,"['cervelle', 'de', 'mouton', 'meuniere']","['cervelle', 'de', 'mouton', 'meuniere']","[('cervelle', 'NN'), ('de', 'IN'), ('mouton', 'NN'), ('meuniere', 'NN')]",4.0,4.0,"'cervelle', 'de', 'mouton', 'meuniere'",cervelle de mouton meuniere,1950,351.86046511627904
492733,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,rognon de veau flambe,147849.0,498357,45605,1,1,1951,1951,0.0,0.0,500.0,,"['rognon', 'de', 'veau', 'flambe']","['rognon', 'de', 'veau', 'flambe']","[('rognon', 'NN'), ('de', 'IN'), ('veau', 'FW'), ('flambe', 'NN')]",4.0,4.0,"'rognon', 'de', 'veau', 'flambe'",rognon de veau flambe,1950,351.86046511627904
492734,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,rognons de veau sautes au madere ou cocotte,147851.0,498359,45605,1,1,1951,1951,0.0,0.0,500.0,,"['rognons', 'de', 'veau', 'sautes', 'au', 'madere', 'ou', 'cocotte']","['rognons', 'de', 'veau', 'sautes', 'au', 'madere', 'ou', 'cocotte']","[('rognons', 'NNS'), ('de', 'VBP'), ('veau', 'FW'), ('sautes', 'NNS'), ('au', 'VBP'), ('madere', 'RB'), ('ou', 'JJ'), ('cocotte', 'NN')]",8.0,8.0,"'rognons', 'de', 'veau', 'sautes', 'au', 'madere', 'ou', 'cocotte'",rognons de veau sautes au madere ou cocotte,1950,351.86046511627904
492735,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,rognons d'agneau brochette,147853.0,498362,45605,2,2,1951,1951,0.0,0.0,450.0,,"['rognons', ""d'agneau"", 'brochette']","['rognons', ""d'agneau"", 'brochette']","[('rognons', 'NNS'), (""d'agneau"", 'VBP'), ('brochette', 'NN')]",3.0,3.0,"'rognons', 'd'agneau', 'brochette'",rognons dagneau brochette,1950,351.86046511627904
492736,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,ris de veau vert galant,147854.0,498363,45605,1,1,1951,1951,0.0,0.0,500.0,,"['ris', 'de', 'veau', 'vert', 'galant']","['ris', 'de', 'veau', 'vert', 'galant']","[('ris', 'NN'), ('de', 'IN'), ('veau', 'FW'), ('vert', 'NN'), ('galant', 'NN')]",5.0,5.0,"'ris', 'de', 'veau', 'vert', 'galant'",ris de veau vert galant,1950,351.86046511627904
492737,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,cote de boeuf froide salade verte,147855.0,498364,45605,1,1,1951,1951,0.0,0.0,400.0,,"['cote', 'de', 'boeuf', 'froide', 'salade', 'verte']","['cote', 'de', 'boeuf', 'froide', 'salade', 'verte']","[('cote', 'NN'), ('de', 'IN'), ('boeuf', 'FW'), ('froide', 'JJ'), ('salade', 'NN'), ('verte', 'NN')]",6.0,6.0,"'cote', 'de', 'boeuf', 'froide', 'salade', 'verte'",cote de boeuf froide salade verte,1950,351.86046511627904
492738,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,carre de porc froid salade,147856.0,498365,45605,1,1,1951,1951,0.0,0.0,400.0,,"['carre', 'de', 'porc', 'froid', 'salade']","['carre', 'de', 'porc', 'froid', 'salade']","[('carre', 'NN'), ('de', 'IN'), ('porc', 'FW'), ('froid', 'JJ'), ('salade', 'NN')]",5.0,5.0,"'carre', 'de', 'porc', 'froid', 'salade'",carre de porc froid salade,1950,351.86046511627904
492739,26580,"resturant, Le Vert Galant, France",,1951-05-01,Le Vert Galant,3,86,poulet en gelee a l'estragon,147857.0,498367,45605,1,1,1951,1951,0.0,0.0,500.0,,"['poulet', 'en', 'gelee', 'a', ""l'estragon""]","['poulet', 'en', 'gelee', ""l'estragon""]","[('poulet', 'NN'), ('en', 'FW'), ('gelee', 'NN'), (""l'estragon"", 'NN')]",4.0,5.0,"'poulet', 'en', 'gelee', 'l'estragon'",poulet en gelee lestragon,1950,351.86046511627904
